,username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink,Unnamed: 11,len,SA
108,Union Coast,UnionCoast,2011-05-03 09:39:00,1,0,Carmanah Technologies is pleased to announce solar powered aviation lights for deployment at an airport in Angola http://www.thestreet.com/story/11103359/1/airport-in-angola-selects-carmanah-for-solar-aviation-runway-and-taxiway-lights.html …,,,,6.54E+16,https://twitter.com/UnionCoast/status/65410190626926592,,242,1
109,Solar Energy News,SolarEnergyNews,2011-05-03 14:23:00,2,1,Airport in Angola Selects Carmanah for Solar Aviation Runway and Taxiway Lights http://goo.gl/fb/LPq1k,,,,6.55E+16,https://twitter.com/SolarEnergyNews/status/65481709994524672,,102,0
110,Verroniqa Cornistone,Verroniqa,2011-05-05 19:42:00,0,0,Carmanah illuminates airport in Angola - World Interior Design Network: Canada-based lighting company Carmanah T... http://bit.ly/jySj3F,,,,6.63E+16,https://twitter.com/Verroniqa/status/66286786766319617,,136,0
111,Oil & Gas Observer,oilgasobserver,2011-05-06 13:11:00,0,0,Carmanah announces sale of solar aviation lights for airport in Angola http://bit.ly/ltQxfg,,,,6.66E+16,https://twitter.com/oilgasobserver/status/66550606998933504,,91,0
112,Airport Business,ABToday,2011-05-09 10:24:00,0,0,Airport in Angola Chooses Carmanah for Solar Aviation Runway and Taxiway Lights http://tinyurl.com/3pkfmod,,,,6.76E+16,https://twitter.com/ABToday/status/67595719535640577,,106,0
113,Business Wire-Enviro,BW_Environment,2011-05-25 09:07:00,0,0,"International Airport in Latin America Selects Carmanah Airfield Emergency Back Up Lighting Valued at Almost $800,000 http://dlvr.it/Sy0yZ",,,,7.34E+16,https://twitter.com/BW_Environment/status/73374543539998720,,138,0
114,Business Wire-Energy,BW_Energy,2011-05-25 09:11:00,0,0,"International Airport in Latin America Selects Carmanah Airfield Emergency Back Up Lighting Valued at Almost $800,000 http://dlvr.it/Sy2Mx",,,,7.34E+16,https://twitter.com/BW_Energy/status/73375690380148736,,138,0
115,Nomamont Advertising,Nomamont,2011-05-25 10:29:00,0,0,"International Airport in Latin America Selects Carmanah Airfield Emergency Back Up Lighting Valued at Almost $800,00... http://ow.ly/1cRveF",,,,7.34E+16,https://twitter.com/Nomamont/status/73395191448473600,,139,0
116,Oil & Gas Observer,oilgasobserver,2011-05-27 08:08:00,0,0,Latin American airport selects Carmanah A704-5 and A650 taxiway lanterns http://bit.ly/iIvgFf,,,,7.41E+16,https://twitter.com/oilgasobserver/status/74084443454844928,,93,0
117,Solar Energy News,SolarEnergyNews,2011-06-09 11:53:00,0,0,US Marine Corps Awards $1 Million Contract to ADB/Carmanah for Solar Hybrid Airfield Lighting… http://goo.gl/fb/JYyW5,,,,7.89E+16,https://twitter.com/SolarEnergyNews/status/78852210187972608,,117,0
118,RV PRO Magazine,RVPROMagazine,2011-07-07 16:50:00,0,0,"News from Winnebago, Outdoors RV Manufacturing, Jayco, Navistar, Las Vegas Motorcoach, RVIA, Carmanah @http://rv-pro.com",,@http,,8.91E+16,https://twitter.com/RVPROMagazine/status/89073896543891457,,120,0
119,Meghan Makoid,mamakoid,2011-07-18 09:32:00,0,0,@ justinhaugens understood. I know they've tested the Carmanah iSTOP in the past http://ow.ly/5GY0z which has an operator signal function.,,@,,9.29E+16,https://twitter.com/mamakoid/status/92949815775866880,,138,-1
120,Carmanah Signs,CarmanahSigns,2011-09-07 17:10:00,1,0,Carmanah Provides Table Limit Signs to Most Historic Casino in Vegas - http://is.gd/hnZkfu,,,,1.12E+17,https://twitter.com/CarmanahSigns/status/111547027497824256,,90,1
121,Carmanah Signs,CarmanahSigns,2011-09-26 19:59:00,0,0,Carmanah Signs Exhibiting at G2E in Las Vegas - http://eepurl.com/f3QJ5,,,,1.18E+17,https://twitter.com/CarmanahSigns/status/118474758345080832,,71,0
122,Carmanah Signs,CarmanahSigns,2011-09-29 17:42:00,0,0,"Check out Carmanah's latest LCD Table Limit sign, the Vegas"" - launch is next week at # g2e in Las Vegas! http://yfrog.com/kj3a8owj""",,,#,1.20E+17,https://twitter.com/CarmanahSigns/status/119527392669741057,,132,1
123,Carmanah Signs,CarmanahSigns,2011-10-04 17:08:00,0,0,"Carmanah's new LCD table limit sign, the Vegas"""," getting positive reviews by # g2e visitors - booth 1637 # Casino http://yfrog.com/g056phwj""",,,# #,1.21E+17,https://twitter.com/CarmanahSigns/status/121330843619819520,47,1
124,Daron Jones,inlandportmag,2011-10-26 12:29:00,0,0,Carmanah Technologies names Bruce Cousins as CEO and Board member. Solar lighting and power for ports. http://www.carmanah.com,,,,1.29E+17,https://twitter.com/inlandportmag/status/129233322789441537,,126,0
125,FinanzNachrichten.de,FN_Press2,2011-11-08 09:07:00,0,0,ADB Airfield Solutions' Solar LED Runway Guard Light Powered by Carmanah Wins Future Airport Award... http://finanznachrichten.de/21875620,,,,1.34E+17,https://twitter.com/FN_Press2/status/133908497191538689,,138,1
126,EDA News,EDANews,2011-11-08 09:28:00,0,0,ADB Airfield Solutions’ Solar LED Runway Guard Light Powered by Carmanah Wins Future Airport Award for ADB ... http://bit.ly/rx4lBU # EDA,,,#,1.34E+17,https://twitter.com/EDANews/status/133913675194044416,,137,1
127,Solar Energy News,SolarEnergyNews,2011-11-08 11:08:00,0,0,ADB Airfield Solutions’ Solar LED Runway Guard Light Powered by Carmanah Wins Future Airport… http://goo.gl/fb/HtkrK,,,,1.34E+17,https://twitter.com/SolarEnergyNews/status/133938969372139521,,116,1
128,LEDinside,LEDinside,2011-11-17 21:09:00,0,0,"Carmanah and Ruud Lighting Discontinued Their Exclusive Marketing Agreement: Lately, Carmanah Technologies Cor... http://bit.ly/tmtxtl",,,,1.37E+17,https://twitter.com/LEDinside/status/137351689115156481,,134,-1
129,Solar Energy News,SolarEnergyNews,2011-12-21 15:24:00,1,0,Carmanah Solar Lighting Boosts Security at Nuclear Power Facility http://goo.gl/fb/Pgb9a,,,,1.50E+17,https://twitter.com/SolarEnergyNews/status/149586153639641088,,88,0
130,Lighting News,NaveritasLight,2012-01-10 14:58:00,1,0,Carmanah Launches EG500 Off-Grid Solar LED Outdoor Lighting System - Solar Novus Today http://bit.ly/xjmKHE,,,,1.57E+17,https://twitter.com/NaveritasLight/status/156827287113838592,,107,0
131,LEDinside,LEDinside,2012-01-10 22:00:00,1,0,Carmanah Releases EG500 Solar LED Outdoor Lighting System: Carmanah has released the EG500 solar LED outdoor l... http://bit.ly/A1pfp1,,,,1.57E+17,https://twitter.com/LEDinside/status/156933549860196352,,134,0
132,R@zor,thegetpr,2012-01-17 04:56:00,0,0,Solar LED Flashing Traffic Beacons | Carmanah Technologies Corporation http://bit.ly/yjZEiZ,,,,1.59E+17,https://twitter.com/thegetpr/status/159212407925911553,,91,0
133,R@zor,thegetpr,2012-01-17 04:56:00,0,0,Solar LED Flashing Traffic Beacons | Carmanah Technologies Corporation http://bit.ly/yjZEiZ,,,,1.59E+17,https://twitter.com/thegetpr/status/159212407925911553,,91,0
134,Carmanah Signs,CarmanahSigns,2012-03-02 19:05:00,0,0,Carmanah's LED Table Games sign looking good # Westin Casaurina casino in Las Vegas pic.twitter.com/V6Dj2wY0,,,#,1.76E+17,https://twitter.com/CarmanahSigns/status/175733585918173184,,108,1
135,Carmanah Signs,CarmanahSigns,2012-03-16 13:20:00,1,0,"Carmanahs EvenLit Premiere LED light boxes looking good at the Calgary # Stampede airport 100 yr anniversary display. pic.twitter.com/RKQpYpf4""",,,#,1.81E+17,https://twitter.com/CarmanahSigns/status/180705231347261440,,143,1
136,Carmanah Tech. Corp.,CarmanahTech,2012-05-01 16:37:00,2,0,"Carmanah presents solar outdoor lighting at the 2012 Energy Conference ( # EC-2012) in Puerto Rico. Presenter Julie Roberts, Product...",,,#,1.97E+17,https://twitter.com/CarmanahTech/status/197424614861848576,,135,0
137,Green News,GreenNewsDaily,2012-05-11 01:33:00,0,0,Australian regulator selects carmanah solar lighting - Your Renewable News (press release) http://bit.ly/K4iVlM,,,,2.01E+17,https://twitter.com/GreenNewsDaily/status/200820939015979008,,111,0
138,Nick Pyenson,PyensonLab,2012-05-12 20:54:00,1,0,Added bonus on boat from Carmanah b4 mtg helo in Port Renfrew: resident gray whale sighting ID double delta, ~7 m long female.,,,,2.01E+17,https://twitter.com/PyensonLab/status/201475418153431041,107,0
139,Cleantech Group,cleantechgroup,2012-05-16 06:40:00,0,1,Latest from i3: Carmanah Technologies added Queensland Department of Transport and Main Roads as a Customer http://dlvr.it/1ZPydX,,,,2.03E+17,https://twitter.com/cleantechgroup/status/202710121720188928,,129,1
140,New Way Of Thinking,NewWayThinking,2012-06-20 12:41:00,0,0,PVSS Carmanah Improves Crosswalk Safety with Cost-Effective Solar ...: Traffic Engineers and Planners have strug... http://bit.ly/NSYn3K,,,,2.15E+17,https://twitter.com/NewWayThinking/status/215484536161701888,,136,1
141,Carmanah Tech. Corp.,CarmanahTech,2012-06-26 09:21:00,3,0,City of Los Angeles Highlights Carmanah Solar Powered Lighting # constantcontact http://conta.cc/MxEcpM,,,#,2.18E+17,https://twitter.com/CarmanahTech/status/217608537470275584,,103,0
142,Roz Wolfe,RozHWolfe,2012-06-26 14:18:00,1,0,"RT @ DiploChris @ CarmanahTech Los Angeles Highlights Carmanah Solar Powered Lighting"" http://conta.cc/ # CanLA # LED # EnergyEfficiency""",,@ @,# # #,2.18E+17,https://twitter.com/RozHWolfe/status/217683377472552960,,137,0
143,Green News,GreenNewsDaily,2012-06-26 18:30:00,0,0,City of Los Angeles Highlights Carmanah Solar Powered Lighting - Business Wire (press release) http://bit.ly/M1KAXE,,,,2.18E+17,https://twitter.com/GreenNewsDaily/status/217746668811059202,,115,0
144,David Davies,DavidJCDavies,2012-08-09 16:32:00,0,0,LEDs Magazine - Carmanah signs estimated USD 10M agreement for South American waterway # lighting http://ledsmagazine.com/press/36188?cmpid=EnlLEDsAugust82012#.UCQeC_HhKcA.twitter …,,,# #,2.34E+17,https://twitter.com/DavidJCDavies/status/233661996409688065,,181,0
145,Douglas Wagar,DouglasWagar,2012-09-26 21:57:00,0,0,Carmanah signs new Traffic Distributor for Eastern Canada | Carmanah Technologies Corporation: http://carmanah.com/company/news-and-updates/company-update/carmanah-signs-new-traffic-distributor-eastern-canada#.UGOycjMLrBI.twitter …,,,#,2.51E+17,https://twitter.com/DouglasWagar/status/251138432498278400,,231,1
146,Solar Energy News,SolarEnergyNews,2012-11-06 13:48:00,1,1,Super Highway Lighting Project Won by Carmanah Technologies http://goo.gl/fb/81M2g,,,,2.66E+17,https://twitter.com/SolarEnergyNews/status/265888302119387136,,82,1
147,Solar Energy News,SolarEnergyNews,2012-11-06 13:48:00,1,1,Super Highway Lighting Project Won by Carmanah Technologies http://goo.gl/fb/81M2g,,,,2.66E+17,https://twitter.com/SolarEnergyNews/status/265888302119387136,,82,1
148,Road Traffic Tech,Road_Traffic,2012-11-07 06:20:00,0,0,Carmanah to provide sustainable lighting system for Mexican highway: Mexico City has awarded Canadian technology... http://bit.ly/Wznlti,,,,2.66E+17,https://twitter.com/Road_Traffic/status/266138011366989824,,136,0
149,La City Magazine,LACityMagazine,2012-12-19 14:30:00,1,0,# LosAngeles City of Los Angeles Lights San Fernando Road Pathway with Carmanah Outdoor Lighting Systems # LA,,,# #,2.81E+17,https://twitter.com/LACityMagazine/status/281481708929421313,,109,0
150,Carmanah Tech. Corp.,CarmanahTech,2012-12-21 14:31:00,2,0,Brazilian Air Force uses Carmanah/ADB emergency solar-powered airfield and helipad lighting systems...http://bit.ly/U2k4g3 # solar # airforce,,,# #,2.82E+17,https://twitter.com/CarmanahTech/status/282206621491412992,,141,0
151,Real Solar,RealSolar,2012-12-28 20:22:00,0,0,City of Los Angeles Lights San Fernando Road Pathway with Carmanah Outdoor Lighting Systems http://ow.ly/2tZ4ie,,,,2.85E+17,https://twitter.com/RealSolar/status/284831646308519937,,111,0
152,Carmanah Tech. Corp.,CarmanahTech,2013-01-09 15:11:00,2,0,Interested in solar for Traffic? We have a Twitter feed specifically for you! Follow @ CarmanahTraffic and on Facebook: https://www.facebook.com/pages/Carmanah-Traffic/571592956200811?ref=hl …,,@,,2.89E+17,https://twitter.com/CarmanahTech/status/289102044822921216,,192,1
153,Carmanah Tech. Corp.,CarmanahTech,2013-01-11 13:06:00,0,0,Boston Rail Trail improves pedestrian safety by using # solar...http://t.co/C7un1cnvMT MT @ CarmanahTraffic pic.twitter.com/KPoqdkuV,,@,#,2.90E+17,https://twitter.com/CarmanahTech/status/289795367682322432,,132,0
154,Carmanah Tech. Corp.,CarmanahTech,2013-01-16 14:46:00,0,0,"Hey @ ARTofDion, thanks for faving our solar crosswalk article! Learn more by following @ CarmanahTraffic or on Facebook https://www.facebook.com/pages/Carmanah-Traffic/571592956200811?ref=hl …",,@ @,,2.92E+17,https://twitter.com/CarmanahTech/status/291632525254733824,,193,1
155,Carmanah Tech. Corp.,CarmanahTech,2013-01-28 16:03:00,1,0,Fox 11 News coverage of campus crosswalk using rectangular rapid flashing beacons http://www.youtube.com/watch?v=ZvcYN5BqHkY … MT @ CarmanahTraffic,,@,,2.96E+17,https://twitter.com/CarmanahTech/status/296000655498289152,,147,0
156,The Global Grid,theglobalgrid,2013-01-30 17:13:00,0,0,"RT @ carmanahtraffic: @ GlobalSitePlans asks how you would help revive this Oakland, CA community with urban planning: http://tinyurl.com/a2ulq2g",,@ @,,2.97E+17,https://twitter.com/theglobalgrid/status/296743049390850048,,145,0
157,Carmanah Tech. Corp.,CarmanahTech,2013-01-31 16:59:00,0,0,MT @ CarmanahTraffic: an active transportation photo for # TransitThursday cool picspic.twitter.com/xk3CokUI,,@,#,2.97E+17,https://twitter.com/CarmanahTech/status/297101798286700546,,108,1
158,Walk San Francisco,walksf,2013-02-07 20:17:00,0,1,@ design4walking @ SundayStreets @ californiaWalks @ iNavigait @ carmanahtraffic & @ walkscore - thx for RTs on # Walk2Work Day April 12,,@ @ @ @ @ @,#,3.00E+17,https://twitter.com/walksf/status/299688244663160834,,136,0
159,Carmanah Tech. Corp.,CarmanahTech,2013-02-08 13:35:00,0,0,Check this out! Friday pic: happy volunteers installing Carmanah crosswalk beacons on a crossing: http://t.co/3rmdBXX MT @ CarmanahTraffic,,@,,3.00E+17,https://twitter.com/CarmanahTech/status/299949675732144128,,138,1
160,Carmanah Tech. Corp.,CarmanahTech,2013-02-08 13:35:00,0,0,Check this out! Friday pic: happy volunteers installing Carmanah crosswalk beacons on a crossing: http://t.co/3rmdBXX MT @ CarmanahTraffic,,@,,3.00E+17,https://twitter.com/CarmanahTech/status/299949675732144128,,138,1
161,Carmanah Traffic,CarmanahTraffic,2013-02-08 15:00:00,0,0,Join us on FB to see our evolving photo gallery and join our discussions on urban & active transportation planning! https://www.facebook.com/pages/Carmanah-Traffic/571592956200811?ref=hl …,,,,3.00E+17,https://twitter.com/CarmanahTraffic/status/299970867897712640,,188,-1
162,Carmanah Traffic,CarmanahTraffic,2013-02-08 20:00:00,0,0,Happy Friday! # FF @ pkoonce - interesting thoughts on rEvolving transportation & this great blog (we recommend!) http://koonceportland.blogspot.ca/,,@,#,3.00E+17,https://twitter.com/CarmanahTraffic/status/300046366829334531,,148,1
163,Carmanah Traffic,CarmanahTraffic,2013-02-11 12:00:00,0,0,"Another great example of @ activetrans doing what they do best, helping communities get active: http://www.youtube.com/watch?v=2J1Q9oLqXrs …",,@,,3.01E+17,https://twitter.com/CarmanahTraffic/status/301012725897785344,,140,1
164,Carmanah Traffic,CarmanahTraffic,2013-02-11 15:00:00,0,0,"Citizen requests for crosswalk improvements aren't just about safety, they are requests to make a community more vibrant and sustainable.",,,,3.01E+17,https://twitter.com/CarmanahTraffic/status/301058029699362818,,137,1
165,Carmanah Traffic,CarmanahTraffic,2013-02-11 18:00:00,0,0,We salute you @ Idahopedbike for working quickly to save SRTS and alt transpo funding with Rapid Response Grant http://www.peoplepoweredmovement.org/site/index.php/site/blog/4340/ …,,@,,3.01E+17,https://twitter.com/CarmanahTraffic/status/301103323568803840,,181,1
166,Carmanah Traffic,CarmanahTraffic,2013-02-12 12:00:00,0,0,Transportation engineers in Chicago get a chance to contemplate what it means to design for # walkability: http://sustainablecitiescollective.com/ben-schulman/121566/mayors-appeal-roadway-designers-workshop-chicago?utm_source=hootsuite&utm_medium=twitter&utm_campaign=hootsuite_tweets …,,,#,3.01E+17,https://twitter.com/CarmanahTraffic/status/301375288070270977,,286,0
167,Carmanah Traffic,CarmanahTraffic,2013-02-12 15:00:00,0,0,Active transportation advocates ask for another Ray LaHood with this letter to President Obama: http://dc.streetsblog.org/2013/02/11/cycling-advocates-to-president-wed-like-another-ray-lahood-please/ …,,,,3.01E+17,https://twitter.com/CarmanahTraffic/status/301420585488097280,,201,-1
168,APBP,apbp,2013-02-12 16:40:00,0,0,@ CarmanahTraffic Thank you for helping APBP spread the word about online learning! We really appreciate your help. Keep up the good work.,,@,,3.01E+17,https://twitter.com/apbp/status/301445733364678656,,138,1
169,Alliance4Bike&Walk,BikeWalk,2013-02-13 12:02:00,1,0,MT @ CarmanahTraffic: Want Open Streets in yr community? @ BikeWalk's technical assistance can help. Indy is doing it: http://bit.ly/XAIGkh,,@ @,,3.02E+17,https://twitter.com/BikeWalk/status/301738142342471680,,139,0
170,Peter Koonce,pkoonce,2013-02-14 02:39:00,1,0,Great mtg w/ @ CarmanahTraffic staff today on Rapid Flash Beacons. Excited to see innovation to improve ped safety & reduce maintenance costs,,@,,3.02E+17,https://twitter.com/pkoonce/status/301958844446306304,,141,1
171,Colville-Andersen,copenhagenize,2013-02-15 16:25:00,0,0,"RT @ CarmanahTraffic Happy Friday! # FF @ copenhagenize - must check out his http://www.kickstandsessions.com - bike planning policy, culture - we love it!",,@ @,#,3.03E+17,https://twitter.com/copenhagenize/status/302529158859333632,,155,1
172,boyd cohen,boydcohen,2013-02-19 18:07:00,1,0,@ raulpacheco @ counti8 @ CarmanahTraffic @ matagouri @ TODUrbanWORKS @ imolina @ kranskan @ ChristavVlodrop Tx for RT and S/O of walkable city post,,@ @ @ @ @ @ @ @,,3.04E+17,https://twitter.com/boydcohen/status/304004282158575616,,148,0
173,WSP USA T&I Events,WSPUSA_Events,2013-02-22 12:10:00,0,0,Back at cha @ CarmanahTraffic! RT @ CarmanahTraffic: Thanks for following us @GeraldF_PE @ ValueCapture and @ IRT_SURVEYS!,,@ @ @GeraldF_PE @ @,,3.05E+17,https://twitter.com/WSPUSA_Events/status/305001689306501120,,122,1
174,Kaiser Permanente,KPShare,2013-02-28 13:45:00,3,0,RT @ CarmanahTraffic: Great video from @ everybodywalk speaking to power of walking/biking to school http://www.youtube.com/watch?v=mOeUOFSrAkA … >thx 4 sharing,,@ @,,3.07E+17,https://twitter.com/KPShare/status/307199848011141120,,160,1
175,CaliforniaWalks,CaliforniaWalks,2013-03-04 18:20:00,0,0,"MT @ CarmanahTraffic: Creating # walkable cmmtys occurs at the intersection of urban form, content, & resident needs http://www.pps.org/blog/between-walking-and-wandering-power-in-presence/ …",,@,#,3.09E+17,https://twitter.com/CaliforniaWalks/status/308718549399126016,,191,0
176,Carmanah Tech. Corp.,CarmanahTech,2013-03-05 12:39:00,0,0,"RT @ CarmanahTraffic: Excited to be at the 2013 ITE Technical Conference again today. We're at Booth 310, swing by and say hello! # ite2013tc",,@,#,3.09E+17,https://twitter.com/CarmanahTech/status/308995170718859264,,141,1
177,Gabe Klein,gabe_klein,2013-03-05 19:18:00,0,0,Nice: RT @ CarmanahTraffic: @ gabe_klein @ activetrans @ walksf @ bikenewyork @ Velo_City_NYC - Nice (cont) http://tl.gd/l7pgiq,,@ @ @ @ @ @,,3.09E+17,https://twitter.com/gabe_klein/status/309095559728332802,,127,1
178,Carmanah Traffic,CarmanahTraffic,2013-03-08 16:12:00,0,0,Do you want to improve active trans in the Pacific Northwest? Our Sales Manager position might be for you: http://carmanah.mytribehr.com/careers/view/13,,,,3.10E+17,https://twitter.com/CarmanahTraffic/status/310136050737635328,,152,-1
179,Carmanah Traffic,CarmanahTraffic,2013-03-08 17:18:00,0,0,# FollowFriday to a few of our new followers: @ FehrAndPeers @ KostelecPlan @ activetrans @ ITEhq,,@ @ @ @,#,3.10E+17,https://twitter.com/CarmanahTraffic/status/310152659611025408,,97,-1
180,Carmanah Traffic,CarmanahTraffic,2013-03-08 21:00:00,0,0,An interactive collage from @ USDOT celebrating women in transportation. Happy International Women's Day! http://www.dot.gov/womenandgirls/collage …,,@,,3.10E+17,https://twitter.com/CarmanahTraffic/status/310208530080739328,,148,1
181,Washington Bikes,WAbikes,2013-03-09 15:08:00,0,0,# bikejob @ CarmanahTraffic looking for a NW Sales Mngr w/bkgrnd in active trans - know anyone? http://carmanah.mytribehr.com/careers/view/13,,@,#,3.10E+17,https://twitter.com/WAbikes/status/310482319809056768,,141,-1
182,Airport Technology,Airport_Tech,2013-03-11 12:20:00,0,0,"Total Airfield Lighting Solutions: Carmanah Aviation is the source for cost-efficient, scalable, and flexible ... http://bit.ly/Ydzthy",,,,3.11E+17,https://twitter.com/Airport_Tech/status/311149678555168768,,134,0
183,Airport Technology,Airport_Tech,2013-03-11 14:36:00,0,0,"Carmanah Releases Free White Paper: Carmanah has released a free white paper, titled Total Airfield Lighting S... http://bit.ly/W1YJsi",,,,3.11E+17,https://twitter.com/Airport_Tech/status/311183868873035777,,134,1
184,Carmanah Tech. Corp.,CarmanahTech,2013-03-11 19:48:00,3,0,Going # solar: A pathway in Saudi Arabia lit by ultra compact EG40 solar lighting systems by Carmanah # saudiarabiapic.twitter.com/Om3VfQ12cm,,,# #,3.11E+17,https://twitter.com/CarmanahTech/status/311262268782440449,,141,0
185,Jane Hardin,SeniorTransInfo,2013-03-12 22:20:00,0,0," @ CarmanahTraffic: ""It's confirmed! Active transportation makes you healthier."" Many older bike & walk to transit. http://www.peopleforbikes.org/blog/entry/good_news_health_studies_show_bike_commuting_is_one_of_the_best_ways_to_sta …""""",,@,,3.12E+17,https://twitter.com/SeniorTransInfo/status/311663030649888768,,236,1
186,Rex Property & Land,RexGroup,2013-03-13 10:16:00,0,0,RT @ carmanahtraffic: A walkable community is a community with a bright future. # walkability,,@,#,3.12E+17,https://twitter.com/RexGroup/status/311843142376779778,,93,1
187,Carmanah Traffic,CarmanahTraffic,2013-03-15 16:01:00,1,0,"Marked crosswalks alone are not sufficient on multilane streets. RRFBs are often recommended, school zones included: http://www.ite.org/safety/SRTS/07.SchoolAreaTrafficControl.pdf …",,,,3.13E+17,https://twitter.com/CarmanahTraffic/status/312654865337835521,,181,1
188,Carmanah Traffic,CarmanahTraffic,2013-03-15 17:02:00,0,0,@ gabe_klein @ activetrans Chicago plans to steal talent and titles from Pacific NW w/ pro-bike development http://urbanmilwaukee.com/2013/03/15/bike-czar-will-chicagos-bike-friendly-policies-steal-jobs-from-seattle/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+UrbanMilwaukee+%28Urban+Milwaukee%29 …,,@ @,,3.13E+17,https://twitter.com/CarmanahTraffic/status/312670219434852352,,314,0
189,Carmanah Traffic,CarmanahTraffic,2013-03-15 21:02:00,2,0,"Lessons from @ copenhagenize: It's not about catering to cyclists, it's about making cycling the most convenient choice for everyday people.",,@,,3.13E+17,https://twitter.com/CarmanahTraffic/status/312730613138481152,,140,1
190,Colville-Andersen,copenhagenize,2013-03-18 01:59:00,3,3,RT @ CarmanahTraffic: Lessons from @ copenhagenize: Not about catering 2 cyclists. About making biking most convenient choice 4 everyday ppl.,,@ @,,3.14E+17,https://twitter.com/copenhagenize/status/313530171930066944,,141,1
191,Colville-Andersen,copenhagenize,2013-03-25 13:14:00,2,1,RT @ CarmanahTraffic: Build it and they will come. Notes from @ copenhagenize and The Kickstand Sessions: https://www.facebook.com/notes/carmanah-traffic/notes-from-the-kickstand-sessions-build-it-and-they-will-come/616917291668377 …,,@ @,,3.16E+17,https://twitter.com/copenhagenize/status/316236578878001152,,233,0
192,Walk San Francisco,walksf,2013-03-29 16:46:00,0,2,Thanks for sharing this great video on road diets @ CarmanahTraffic http://www.streetfilms.org/mba-road-diet/#more-49209 … # walk # SF # traffic,,@,#more # # #,3.18E+17,https://twitter.com/walksf/status/317739567056830464,,144,1
193,Carmanah Traffic,CarmanahTraffic,2013-04-10 17:18:00,1,0,"Proud to be part of LA's Villaraigosa bike path legacy - Carmanah solar lighting on San Fernando and LA River Pthwys: http://www.latimes.com/news/local/la-me-villaraigosa-speech-20130410,0,5529211.story …",,,,3.22E+17,https://twitter.com/CarmanahTraffic/status/322096148523384832,,204,1
194,Colville-Andersen,copenhagenize,2013-04-20 20:04:00,2,1,RT @ CarmanahTraffic Great sign a city is beyond the 8%: condo's sold with everyday people on bikes and @ _Cycle_Chicpic.twitter.com/CXtwPxphYw,,@ @,,3.26E+17,https://twitter.com/copenhagenize/status/325761831207579648,,143,1
195,Airport Technology,Airport_Tech,2013-04-30 08:31:00,0,0,"US Marine Corps Selects Carmanah Solar Runway and Taxiway Lights: In a public bid worth $175,000, Carmanah Tec... http://bit.ly/12OEnDE",,,,3.29E+17,https://twitter.com/Airport_Tech/status/329211512348626944,,135,1
196,Airport Technology,Airport_Tech,2013-04-30 08:31:00,0,0,"Canadian Forces Chooses Carmanah Solar Airfield Lights: Canadian Forces Base (CFB) Wainwright, located in Denw... http://bit.ly/14NKhsK",,,,3.29E+17,https://twitter.com/Airport_Tech/status/329211509219676160,,135,-1
197,4-traders.com,ForTraders,2013-05-08 09:05:00,0,1,# Carmanah Technologies Corporation : Major Civil Airport Outfits Entire Airfield with Carmanah Solar http://www.4-traders.com/CARMANAH-TECHNOLOGIES-COR-1409504/news/Carmanah-Technologies-Corporation-Major-Civil-Airport-Outfits-Entire-Airfield-with-Carmanah-Solar-16834079/ …,,,#,3.32E+17,https://twitter.com/ForTraders/status/332119010441322496,,275,1
198,Business Wire-Energy,BW_Energy,2013-06-04 09:12:00,0,0,Canadian Coast Guard Renews Standing Offer for Carmanah Marine Lanterns http://dlvr.it/3Sxs1m,,,,3.42E+17,https://twitter.com/BW_Energy/status/341905414042025984,,93,0
199,Carmanah Tech. Corp.,CarmanahTech,2013-06-04 16:51:00,0,0,Canadian Coast Guard renews standing offer for Carmanah marine lanterns http://bit.ly/15F3aLC # solar @ CCG_GCC @ uscoastguard # coastguard,,@ @,# #,3.42E+17,https://twitter.com/CarmanahTech/status/342020843934711808,,139,0
200,Matt Robson,solutionsmatt,2013-06-25 18:15:00,0,0,The UK's 3rd largest supermarket operator installs Carmanah R247-E solar-powered flashing beacons at customer car... http://fb.me/1vrnoUuR6,,,,3.50E+17,https://twitter.com/solutionsmatt/status/349652032677875712,,139,0
201,Airport Technology,Airport_Tech,2013-07-04 08:02:00,0,0,Carmanah Releases A New Free Downloadable White Paper: In the decade since early adopters first harnessed the ... http://bit.ly/14TIGNy,,,,3.53E+17,https://twitter.com/Airport_Tech/status/352759416841449472,,135,1
202,Skies Magazine,SkiesMag,2013-07-26 12:48:00,1,1,# SEI Industries has announced a new partnership with # Carmanah for aviation lighting: http://bit.ly/19mFiB0 @ CarmanahTech,,@,# #,3.61E+17,https://twitter.com/SkiesMag/status/360803777441316864,,124,1
203,OpenStreetsCapeTown,OpenStreetsCT,2013-10-04 10:55:00,0,2,RT @ CarmanahTraffic: 7 ways to make your community more walkable. Can you think of other options? http://www.pbs.org/americaswalking/action/actionways.html … # TransportMonth,,@,#,3.86E+17,https://twitter.com/OpenStreetsCT/status/386142557173854208,,175,1
204,Jobs in BC,BC__jobs,2013-10-24 13:08:00,0,0,"Sales Manager, Obstruction: Carmanah Technologies (Victoria): Reporting to the Signals Division... http://bit.ly/1dnLfzG # bc # jobs""",,,# #,3.93E+17,https://twitter.com/BC__jobs/status/393423815172038656,,133,0
